id_commande,id_produit,date_retour,motif,mois
O001490,P00981,2024-03-11,Livraison incomplète,2024-03
O028907,P00136,2024-03-12,Client insatisfait,2024-03
O006720,P00106,2024-12-28,Client insatisfait,2024-12
O042409,P00258,2024-11-23,Livraison incomplète,2024-11
O023892,P00403,2024-11-27,Livraison incomplète,2024-11
O042445,P00012,2025-01-19,Client insatisfait,2025-01
O017323,P00435,2024-01-31,Client insatisfait,2024-01
O005298,P00039,2024-06-20,Livraison incomplète,2024-06
O002156,P00160,2024-02-15,Mauvaise référence,2024-02
O011910,P00156,2024-03-11,Client insatisfait,2024-03
O011785,P00733,2024-10-01,Mauvaise référence,2024-10
O008676,P00370,2024-03-19,Livraison incomplète,2024-03
O042659,P00254,2024-02-17,Mauvaise référence,2024-02
O003045,P00871,2024-12-23,Produit abîmé,2024-12
O007192,P00886,2025-01-03,Mauvaise référence,2025-01
O047817,P00629,2024-12-21,Produit abîmé,2024-12
O029735,P00445,2024-11-20,Client insatisfait,2024-11
O029373,P00810,2024-01-21,Produit abîmé,2024-01
O003450,P00188,2024-09-29,Livraison incomplète,2024-09
O008854,P00118,2024-11-25,Client insatisfait,2024-11
O007805,P00846,2024-03-06,Client insatisfait,2024-03
O029995,P00017,2024-12-22,Produit abîmé,2024-12
O044560,P00452,2024-01-21,Livraison incomplète,2024-01
O008450,P00035,2024-11-24,Livraison incomplète,2024-11
O019378,P00691,2024-12-08,Livraison incomplète,2024-12
O046865,P00370,2024-12-21,Livraison incomplète,2024-12
O004808,P00026,2024-02-04,Mauvaise référence,2024-02
O004182,P00921,2024-12-21,Livraison incomplète,2024-12
O043013,P00551,2024-11-20,Livraison incomplète,2024-11
O028766,P00831,2025-01-09,Client insatisfait,2025-01
O049678,P00080,2024-02-27,Produit abîmé,2024-02
O044319,P00971,2024-12-18,Mauvaise référence,2024-12
O037602,P00952,2024-03-23,Mauvaise référence,2024-03
O046784,P00039,2025-01-01,Client insatisfait,2025-01
O019842,P00521,2024-08-07,Mauvaise référence,2024-08
O046398,P00531,2024-12-26,Mauvaise référence,2024-12
O028759,P00403,2024-08-18,Client insatisfait,2024-08
O017502,P00186,2024-11-23,Livraison incomplète,2024-11
O037150,P00738,2024-12-16,Mauvaise référence,2024-12
O018783,P00027,2024-02-15,Produit abîmé,2024-02
O031793,P00948,2025-01-05,Livraison incomplète,2025-01
O006915,P00220,2024-12-29,Livraison incomplète,2024-12
O049614,P00629,2024-12-22,Livraison incomplète,2024-12
O008285,P00933,2025-01-28,Mauvaise référence,2025-01
O009323,P00016,2025-01-15,Produit abîmé,2025-01
O001349,P00269,2024-02-05,Mauvaise référence,2024-02
O028903,P00011,2024-04-11,Client insatisfait,2024-04
O025809,P00654,2024-02-28,Mauvaise référence,2024-02
O048456,P00188,2024-12-19,Produit abîmé,2024-12
O043860,P00080,2024-12-18,Mauvaise référence,2024-12
O026380,P00266,2024-05-25,Client insatisfait,2024-05
O013824,P00370,2025-01-04,Livraison incomplète,2025-01
O049897,P00334,2024-12-12,Mauvaise référence,2024-12
O039815,P00654,2024-09-10,Livraison incomplète,2024-09
O015259,P00733,2024-04-06,Mauvaise référence,2024-04
O029073,P00919,2024-12-15,Produit abîmé,2024-12
O004264,P00986,2024-03-04,Livraison incomplète,2024-03
O022309,P00551,2024-08-26,Mauvaise référence,2024-08
O021831,P00923,2024-12-04,Produit abîmé,2024-12
O003131,P00905,2024-11-02,Client insatisfait,2024-11
O001816,P00859,2025-01-08,Livraison incomplète,2025-01
O006295,P00778,2024-07-04,Livraison incomplète,2024-07
O007546,P00403,2024-09-19,Mauvaise référence,2024-09
O033936,P00032,2025-01-03,Livraison incomplète,2025-01
O001210,P00759,2024-05-07,Client insatisfait,2024-05
O002930,P00541,2024-10-12,Livraison incomplète,2024-10
O046597,P00488,2024-03-05,Livraison incomplète,2024-03
O002604,P00786,2024-02-10,Client insatisfait,2024-02
O021856,P00839,2025-01-03,Produit abîmé,2025-01
O041415,P00238,2024-12-25,Livraison incomplète,2024-12
O039331,P00140,2024-12-14,Mauvaise référence,2024-12
O001324,P00470,2024-03-06,Produit abîmé,2024-03
O024236,P00396,2024-12-04,Livraison incomplète,2024-12
O025414,P00037,2025-01-06,Produit abîmé,2025-01
O042094,P00516,2024-08-25,Livraison incomplète,2024-08
O008034,P00055,2025-01-01,Produit abîmé,2025-01
O036702,P00765,2024-12-01,Mauvaise référence,2024-12
O003560,P00906,2024-10-19,Produit abîmé,2024-10
O003889,P00641,2024-12-13,Client insatisfait,2024-12
O001177,P00118,2024-12-02,Livraison incomplète,2024-12
O027818,P00852,2024-12-27,Livraison incomplète,2024-12
O014675,P00535,2024-04-05,Mauvaise référence,2024-04
O040875,P00133,2025-01-03,Client insatisfait,2025-01
O037153,P00357,2024-12-26,Produit abîmé,2024-12
O023535,P00035,2024-11-08,Produit abîmé,2024-11
O008431,P00030,2024-02-22,Client insatisfait,2024-02
O028856,P00449,2024-04-05,Client insatisfait,2024-04
O014201,P00032,2024-10-17,Produit abîmé,2024-10
O040046,P00764,2024-08-04,Mauvaise référence,2024-08
O014361,P00924,2025-01-22,Mauvaise référence,2025-01
O007519,P00362,2024-08-23,Produit abîmé,2024-08
O047167,P00330,2024-12-08,Produit abîmé,2024-12
O043856,P00654,2024-12-29,Client insatisfait,2024-12
O035170,P00493,2024-01-15,Livraison incomplète,2024-01
O026309,P00964,2024-04-03,Livraison incomplète,2024-04
O029377,P00610,2024-10-04,Client insatisfait,2024-10
O007862,P00532,2024-07-05,Produit abîmé,2024-07
O040107,P00923,2024-01-31,Livraison incomplète,2024-01
O032958,P00377,2024-09-16,Produit abîmé,2024-09
O048798,P00158,2024-12-07,Produit abîmé,2024-12
O030047,P00118,2024-03-30,Livraison incomplète,2024-03
O020638,P00149,2024-03-02,Client insatisfait,2024-03
O032018,P00981,2024-12-08,Produit abîmé,2024-12
O029574,P00758,2024-08-12,Produit abîmé,2024-08
O040412,P00155,2024-04-20,Livraison incomplète,2024-04
O043907,P00046,2025-01-16,Client insatisfait,2025-01
O005079,P00226,2024-04-26,Livraison incomplète,2024-04
O019100,P00621,2025-01-08,Client insatisfait,2025-01
O006877,P00764,2024-01-15,Mauvaise référence,2024-01
O022851,P00622,2024-11-27,Client insatisfait,2024-11
O039074,P00873,2024-06-27,Mauvaise référence,2024-06
O000956,P00921,2024-09-24,Mauvaise référence,2024-09
O013305,P00342,2024-05-05,Produit abîmé,2024-05
O012231,P00963,2024-11-03,Produit abîmé,2024-11
O031513,P00355,2025-01-05,Livraison incomplète,2025-01
O046233,P00254,2024-03-15,Livraison incomplète,2024-03
O049721,P00924,2024-12-28,Client insatisfait,2024-12
O034020,P00558,2024-12-17,Produit abîmé,2024-12
O012355,P00128,2024-05-09,Livraison incomplète,2024-05
O030650,P00387,2024-02-06,Client insatisfait,2024-02
O007339,P00371,2024-01-18,Produit abîmé,2024-01
O004168,P00881,2024-05-30,Mauvaise référence,2024-05
O044392,P00118,2025-01-19,Mauvaise référence,2025-01
O007142,P00355,2024-12-27,Produit abîmé,2024-12
O032001,P00873,2024-03-16,Client insatisfait,2024-03
O041391,P00143,2024-09-15,Mauvaise référence,2024-09
O042735,P00971,2024-12-07,Produit abîmé,2024-12
O010420,P00510,2024-10-14,Client insatisfait,2024-10
O027278,P00710,2025-01-13,Produit abîmé,2025-01
O027048,P00046,2024-11-17,Livraison incomplète,2024-11
O024455,P00688,2024-02-11,Livraison incomplète,2024-02
O018380,P00011,2024-12-19,Client insatisfait,2024-12
O041363,P00383,2024-12-24,Client insatisfait,2024-12
O018310,P00631,2024-05-25,Mauvaise référence,2024-05
O040420,P00404,2024-06-10,Produit abîmé,2024-06
O043570,P00202,2024-10-06,Mauvaise référence,2024-10
O004656,P00986,2024-12-26,Mauvaise référence,2024-12
O014531,P00381,2024-02-07,Livraison incomplète,2024-02
O046820,P00933,2024-10-27,Mauvaise référence,2024-10
O012309,P00403,2024-11-28,Client insatisfait,2024-11
O011663,P00619,2024-12-25,Mauvaise référence,2024-12
O017769,P00387,2024-12-11,Livraison incomplète,2024-12
O048797,P00249,2024-11-08,Mauvaise référence,2024-11
O033315,P00355,2024-09-24,Produit abîmé,2024-09
O043441,P00979,2024-10-29,Mauvaise référence,2024-10
O001988,P00931,2024-12-29,Produit abîmé,2024-12
O007583,P00560,2024-12-25,Mauvaise référence,2024-12
O040262,P00022,2024-02-29,Client insatisfait,2024-02
O030829,P00082,2024-01-19,Client insatisfait,2024-01
O012000,P00355,2024-11-30,Produit abîmé,2024-11
O040285,P00159,2024-05-03,Produit abîmé,2024-05
O006395,P00445,2024-09-30,Livraison incomplète,2024-09
O007835,P00026,2024-11-19,Mauvaise référence,2024-11
O024957,P00612,2024-06-07,Livraison incomplète,2024-06
O005718,P00890,2024-12-10,Livraison incomplète,2024-12
O037515,P00328,2024-11-18,Client insatisfait,2024-11
O007492,P00296,2024-04-28,Livraison incomplète,2024-04
O041232,P00351,2024-10-24,Client insatisfait,2024-10
O017759,P00090,2024-12-23,Livraison incomplète,2024-12
O009123,P00373,2024-03-05,Produit abîmé,2024-03
O028952,P00452,2024-02-26,Livraison incomplète,2024-02
O037493,P00516,2024-12-18,Mauvaise référence,2024-12
O040495,P00963,2024-02-29,Client insatisfait,2024-02
O002731,P00105,2024-04-28,Produit abîmé,2024-04
O001326,P00751,2025-01-12,Mauvaise référence,2025-01
O030917,P00620,2024-12-03,Produit abîmé,2024-12
O005324,P00128,2024-12-13,Mauvaise référence,2024-12
O045190,P00230,2024-04-28,Client insatisfait,2024-04
O007396,P00051,2025-01-21,Produit abîmé,2025-01
O032520,P00355,2024-10-29,Client insatisfait,2024-10
O036605,P00710,2025-01-02,Produit abîmé,2025-01
O031088,P00205,2024-08-10,Produit abîmé,2024-08
O012913,P00688,2024-02-23,Client insatisfait,2024-02
O048007,P00403,2024-09-17,Produit abîmé,2024-09
O000021,P00171,2024-08-29,Livraison incomplète,2024-08
O045146,P00467,2024-09-09,Mauvaise référence,2024-09
O007921,P00732,2024-09-20,Mauvaise référence,2024-09
O027537,P00439,2024-02-15,Livraison incomplète,2024-02
O006280,P00404,2024-11-14,Mauvaise référence,2024-11
O003424,P00550,2024-11-06,Produit abîmé,2024-11
O036942,P00256,2024-12-15,Produit abîmé,2024-12
O003854,P00594,2024-05-14,Produit abîmé,2024-05
O004283,P00923,2024-12-14,Client insatisfait,2024-12
O039327,P00751,2025-01-23,Produit abîmé,2025-01
O009385,P00240,2024-10-29,Produit abîmé,2024-10
O042558,P00025,2024-10-15,Client insatisfait,2024-10
O018541,P00452,2024-12-01,Produit abîmé,2024-12
O024052,P00105,2025-01-07,Client insatisfait,2025-01
O010063,P00133,2024-12-25,Client insatisfait,2024-12
O011103,P00515,2024-01-24,Client insatisfait,2024-01
O029116,P00973,2024-05-27,Client insatisfait,2024-05
O047588,P00002,2025-01-07,Client insatisfait,2025-01
O036154,P00791,2024-10-06,Mauvaise référence,2024-10
O040041,P00503,2025-01-02,Mauvaise référence,2025-01
O031498,P00733,2024-02-15,Produit abîmé,2024-02
O015767,P00366,2024-12-29,Livraison incomplète,2024-12
O011604,P00485,2024-04-23,Produit abîmé,2024-04
O025271,P00645,2024-11-08,Livraison incomplète,2024-11
O007328,P00149,2025-01-14,Livraison incomplète,2025-01
O014117,P00831,2024-05-01,Livraison incomplète,2024-05
O035867,P00971,2024-02-11,Produit abîmé,2024-02
O010967,P00699,2024-07-28,Produit abîmé,2024-07
O005360,P00220,2024-06-19,Livraison incomplète,2024-06
O035644,P00319,2024-08-21,Produit abîmé,2024-08
O019057,P00011,2024-01-22,Client insatisfait,2024-01
O045004,P00149,2024-08-24,Mauvaise référence,2024-08
O022986,P00017,2025-01-19,Mauvaise référence,2025-01
O006661,P00463,2025-01-22,Mauvaise référence,2025-01
O029063,P00008,2024-12-22,Livraison incomplète,2024-12
O002052,P00424,2024-12-02,Client insatisfait,2024-12
O016458,P00515,2024-08-27,Mauvaise référence,2024-08
O018340,P00403,2025-01-22,Client insatisfait,2025-01
O006621,P00532,2024-08-28,Mauvaise référence,2024-08
O020876,P00056,2024-12-07,Client insatisfait,2024-12
O019739,P00810,2024-09-24,Produit abîmé,2024-09
O008958,P00912,2024-01-09,Produit abîmé,2024-01
O045220,P00396,2025-01-29,Client insatisfait,2025-01
O004391,P00923,2024-09-29,Client insatisfait,2024-09
O042245,P00305,2024-02-12,Livraison incomplète,2024-02
O023591,P00212,2024-01-22,Client insatisfait,2024-01
O023648,P00090,2024-12-17,Livraison incomplète,2024-12
O012304,P00037,2024-09-09,Mauvaise référence,2024-09
O016335,P00558,2024-12-18,Produit abîmé,2024-12
O027815,P00726,2024-04-30,Mauvaise référence,2024-04
O023616,P00629,2024-04-12,Livraison incomplète,2024-04
O009790,P00876,2025-01-13,Produit abîmé,2025-01
O018706,P00541,2024-12-07,Mauvaise référence,2024-12
O001749,P00526,2024-12-27,Mauvaise référence,2024-12
O024800,P00881,2024-11-02,Client insatisfait,2024-11
O039366,P00676,2024-03-14,Produit abîmé,2024-03
O007269,P00707,2024-11-30,Mauvaise référence,2024-11
O025588,P00509,2024-11-18,Client insatisfait,2024-11
O003374,P00063,2024-01-27,Client insatisfait,2024-01
O032552,P00118,2024-12-22,Client insatisfait,2024-12
O023482,P00921,2024-10-17,Livraison incomplète,2024-10
O025451,P00379,2024-06-03,Livraison incomplète,2024-06
O009711,P00526,2024-04-15,Client insatisfait,2024-04
O027801,P00720,2024-09-19,Mauvaise référence,2024-09
O015771,P00729,2024-10-09,Mauvaise référence,2024-10
O003810,P00135,2024-11-26,Produit abîmé,2024-11
O005521,P00226,2024-02-10,Mauvaise référence,2024-02
O009463,P00256,2024-07-12,Client insatisfait,2024-07
O004327,P00415,2024-02-23,Produit abîmé,2024-02
O048614,P00613,2024-11-17,Produit abîmé,2024-11
O016730,P00435,2024-05-18,Mauvaise référence,2024-05
O033710,P00443,2024-02-05,Produit abîmé,2024-02
O014958,P00466,2024-07-14,Mauvaise référence,2024-07
O010631,P00256,2024-04-05,Client insatisfait,2024-04
O041072,P00106,2025-01-24,Client insatisfait,2025-01
O006667,P00344,2025-01-08,Mauvaise référence,2025-01
O035930,P00615,2025-01-11,Livraison incomplète,2025-01
O045634,P00341,2024-03-22,Client insatisfait,2024-03
O040480,P00526,2024-12-10,Livraison incomplète,2024-12
O025947,P00810,2024-05-21,Mauvaise référence,2024-05
O043742,P00809,2024-06-19,Mauvaise référence,2024-06
O041937,P00043,2024-03-07,Client insatisfait,2024-03
O044111,P00328,2024-10-03,Client insatisfait,2024-10
O026005,P00121,2024-02-04,Livraison incomplète,2024-02
O049591,P00636,2024-12-15,Livraison incomplète,2024-12
O001134,P00650,2024-05-23,Produit abîmé,2024-05
O009891,P00791,2024-03-06,Client insatisfait,2024-03
O047952,P00090,2024-01-21,Client insatisfait,2024-01
O028437,P00194,2024-11-01,Mauvaise référence,2024-11
O043992,P00642,2024-10-22,Mauvaise référence,2024-10
O006083,P00811,2025-01-06,Livraison incomplète,2025-01
O002990,P00121,2024-11-18,Client insatisfait,2024-11
O010773,P00986,2024-10-09,Livraison incomplète,2024-10
O047592,P00128,2024-12-23,Produit abîmé,2024-12
O036869,P00037,2024-11-15,Mauvaise référence,2024-11
O005634,P00558,2024-02-12,Mauvaise référence,2024-02
O020107,P00095,2025-01-12,Client insatisfait,2025-01
O005471,P00921,2024-12-28,Client insatisfait,2024-12
O000931,P00341,2024-01-25,Client insatisfait,2024-01
O020471,P00510,2024-04-18,Client insatisfait,2024-04
O039324,P00792,2025-01-10,Client insatisfait,2025-01
O041685,P00025,2024-11-20,Produit abîmé,2024-11
O029353,P00759,2024-03-29,Mauvaise référence,2024-03
O018128,P00837,2024-10-24,Produit abîmé,2024-10
O013127,P00968,2024-01-26,Produit abîmé,2024-01
O014522,P00343,2024-09-18,Livraison incomplète,2024-09
O017098,P00811,2024-12-17,Client insatisfait,2024-12
O036337,P00862,2024-10-30,Mauvaise référence,2024-10
O015898,P00971,2024-09-20,Client insatisfait,2024-09
O030476,P00558,2024-12-29,Produit abîmé,2024-12
O043060,P00370,2024-11-26,Mauvaise référence,2024-11
O012723,P00507,2024-11-26,Mauvaise référence,2024-11
O040930,P00693,2025-01-06,Livraison incomplète,2025-01
O011568,P00636,2024-02-24,Livraison incomplète,2024-02
O028199,P00876,2024-12-09,Livraison incomplète,2024-12
O047814,P00796,2024-07-18,Client insatisfait,2024-07
O043613,P00204,2024-12-01,Produit abîmé,2024-12
O011513,P00568,2024-02-18,Livraison incomplète,2024-02
O048904,P00343,2024-12-27,Livraison incomplète,2024-12
O046429,P00470,2024-04-01,Client insatisfait,2024-04
O023775,P00413,2024-08-18,Mauvaise référence,2024-08
O041797,P00426,2024-03-17,Client insatisfait,2024-03
O033245,P00525,2024-12-23,Mauvaise référence,2024-12
O015394,P00924,2024-09-19,Client insatisfait,2024-09
O033941,P00694,2024-04-28,Livraison incomplète,2024-04
O026175,P00893,2024-09-24,Produit abîmé,2024-09
O002278,P00033,2024-11-24,Produit abîmé,2024-11
O048107,P00809,2024-11-23,Client insatisfait,2024-11
O044656,P00319,2024-11-10,Livraison incomplète,2024-11
O005752,P00240,2024-01-15,Produit abîmé,2024-01
O016778,P00160,2024-12-04,Client insatisfait,2024-12
O039465,P00633,2024-01-17,Mauvaise référence,2024-01
O037562,P00011,2024-11-21,Livraison incomplète,2024-11
O032583,P00023,2024-04-17,Livraison incomplète,2024-04
O041148,P00290,2025-01-15,Livraison incomplète,2025-01
O034420,P00488,2025-01-16,Produit abîmé,2025-01
O025222,P00613,2024-04-05,Produit abîmé,2024-04
O048105,P00215,2024-12-25,Livraison incomplète,2024-12
O000959,P00082,2024-03-29,Produit abîmé,2024-03
O013222,P00671,2024-03-24,Mauvaise référence,2024-03
O048067,P00906,2024-10-10,Produit abîmé,2024-10
O032045,P00149,2024-04-08,Produit abîmé,2024-04
O044479,P00379,2024-12-13,Livraison incomplète,2024-12
O043180,P00305,2024-03-22,Livraison incomplète,2024-03
O007254,P00541,2024-09-06,Client insatisfait,2024-09
O005896,P00759,2024-08-24,Client insatisfait,2024-08
O013303,P00992,2024-02-12,Mauvaise référence,2024-02
O020048,P00123,2024-05-27,Mauvaise référence,2024-05
O038462,P00986,2024-03-11,Client insatisfait,2024-03
O036275,P00377,2025-01-15,Produit abîmé,2025-01
O049724,P00957,2024-08-22,Client insatisfait,2024-08
O043103,P00923,2024-05-29,Client insatisfait,2024-05
O040052,P00550,2024-02-04,Mauvaise référence,2024-02
O018298,P00152,2025-01-04,Mauvaise référence,2025-01
O014248,P00452,2024-11-02,Produit abîmé,2024-11
O024709,P00080,2025-01-08,Livraison incomplète,2025-01
O045553,P00452,2024-11-03,Livraison incomplète,2024-11
O047041,P00128,2024-09-21,Client insatisfait,2024-09
O036065,P00952,2024-09-10,Produit abîmé,2024-09
O019646,P00343,2024-12-26,Livraison incomplète,2024-12
O036773,P00633,2025-01-13,Livraison incomplète,2025-01
O001153,P00890,2024-12-14,Mauvaise référence,2024-12
O020776,P00963,2024-02-27,Livraison incomplète,2024-02
O049549,P00452,2024-03-13,Mauvaise référence,2024-03
O023619,P00532,2025-01-25,Livraison incomplète,2025-01
O029474,P00906,2024-12-21,Mauvaise référence,2024-12
O008631,P00963,2024-02-27,Produit abîmé,2024-02
O044466,P00971,2024-01-28,Produit abîmé,2024-01
O021134,P00357,2024-09-24,Client insatisfait,2024-09
O042504,P00026,2024-03-13,Mauvaise référence,2024-03
O045999,P00253,2024-12-17,Client insatisfait,2024-12
O019855,P00403,2024-06-29,Mauvaise référence,2024-06
O029996,P00417,2024-01-30,Client insatisfait,2024-01
O023087,P00837,2024-03-01,Mauvaise référence,2024-03
O001275,P00135,2025-01-23,Client insatisfait,2025-01
O039607,P00478,2024-10-27,Produit abîmé,2024-10
O041691,P00592,2025-01-01,Produit abîmé,2025-01
O043338,P00811,2025-01-18,Livraison incomplète,2025-01
O015118,P00560,2024-11-21,Client insatisfait,2024-11
O026271,P00791,2024-12-13,Mauvaise référence,2024-12
O009487,P00923,2024-10-09,Produit abîmé,2024-10
O017571,P00149,2024-03-24,Client insatisfait,2024-03
O018132,P00445,2024-12-26,Produit abîmé,2024-12
O040724,P00594,2024-11-02,Client insatisfait,2024-11
O003468,P00971,2024-11-17,Client insatisfait,2024-11
O030552,P00452,2024-11-17,Produit abîmé,2024-11
O031065,P00080,2025-01-21,Livraison incomplète,2025-01
O017744,P00510,2024-10-28,Produit abîmé,2024-10
O007071,P00202,2024-03-11,Client insatisfait,2024-03
O010012,P00193,2024-10-21,Client insatisfait,2024-10
O012306,P00182,2024-12-13,Client insatisfait,2024-12
O047070,P00435,2024-12-24,Client insatisfait,2024-12
O023338,P00002,2024-02-09,Livraison incomplète,2024-02
O035002,P00462,2024-12-21,Client insatisfait,2024-12
O035389,P00881,2024-12-15,Produit abîmé,2024-12
O031657,P00046,2024-02-13,Mauvaise référence,2024-02
O000940,P00585,2024-12-08,Livraison incomplète,2024-12
O019164,P00105,2025-01-09,Client insatisfait,2025-01
O013436,P00612,2024-10-31,Mauvaise référence,2024-10
O048697,P00158,2024-11-11,Mauvaise référence,2024-11
O008309,P00136,2024-02-06,Livraison incomplète,2024-02
O015392,P00336,2024-12-18,Livraison incomplète,2024-12
O043026,P00895,2025-01-06,Mauvaise référence,2025-01
O048894,P00305,2024-11-18,Client insatisfait,2024-11
O008741,P00507,2025-01-11,Livraison incomplète,2025-01
O031092,P00188,2024-10-13,Produit abîmé,2024-10
O047077,P00536,2024-02-07,Mauvaise référence,2024-02
O011135,P00128,2024-02-09,Livraison incomplète,2024-02
O000568,P00630,2024-02-21,Livraison incomplète,2024-02
O027714,P00732,2024-09-18,Client insatisfait,2024-09
O029737,P00377,2024-09-26,Produit abîmé,2024-09
O004260,P00873,2024-10-14,Livraison incomplète,2024-10
O006090,P00140,2024-12-31,Produit abîmé,2024-12
O037188,P00654,2024-11-26,Mauvaise référence,2024-11
O014088,P00039,2025-01-07,Mauvaise référence,2025-01
O033204,P00011,2024-02-18,Mauvaise référence,2024-02
O032042,P00747,2024-01-27,Livraison incomplète,2024-01
O010149,P00170,2024-09-13,Produit abîmé,2024-09
O013073,P00933,2024-03-12,Produit abîmé,2024-03
O001463,P00334,2025-01-20,Livraison incomplète,2025-01
O005727,P00852,2024-09-06,Produit abîmé,2024-09
O003522,P00594,2024-03-30,Mauvaise référence,2024-03
O015127,P00740,2024-05-06,Mauvaise référence,2024-05
O017038,P00386,2024-02-22,Livraison incomplète,2024-02
O004700,P00035,2024-11-15,Client insatisfait,2024-11
O021259,P00501,2024-11-23,Client insatisfait,2024-11
O015698,P00193,2025-01-08,Mauvaise référence,2025-01
O012482,P00814,2025-01-08,Produit abîmé,2025-01
O031057,P00710,2024-09-24,Livraison incomplète,2024-09
O044987,P00815,2024-11-30,Produit abîmé,2024-11
O001927,P00859,2024-12-17,Mauvaise référence,2024-12
O006490,P00839,2025-01-17,Client insatisfait,2025-01
O044619,P00451,2024-11-21,Mauvaise référence,2024-11
O034591,P00941,2025-01-14,Livraison incomplète,2025-01
O002353,P00400,2024-01-30,Livraison incomplète,2024-01
O015672,P00707,2024-05-20,Mauvaise référence,2024-05
O022746,P00579,2024-04-05,Produit abîmé,2024-04
O041765,P00853,2024-06-20,Mauvaise référence,2024-06
O006254,P00620,2024-02-08,Mauvaise référence,2024-02
O039900,P00121,2024-12-11,Produit abîmé,2024-12
O039737,P00535,2024-04-13,Produit abîmé,2024-04
O041194,P00379,2024-12-28,Produit abîmé,2024-12
O039233,P00811,2024-09-20,Produit abîmé,2024-09
O016130,P00366,2024-08-08,Client insatisfait,2024-08
O018033,P00751,2025-01-21,Livraison incomplète,2025-01
O005769,P00794,2024-08-21,Client insatisfait,2024-08
O016126,P00507,2024-11-02,Mauvaise référence,2024-11
O047723,P00252,2024-05-25,Produit abîmé,2024-05
O011081,P00535,2024-11-30,Livraison incomplète,2024-11
O027094,P00032,2024-10-25,Produit abîmé,2024-10
O047050,P00231,2024-12-06,Produit abîmé,2024-12
O008454,P00608,2024-12-03,Client insatisfait,2024-12
O000150,P00948,2024-12-16,Mauvaise référence,2024-12
O036190,P00490,2024-04-10,Mauvaise référence,2024-04
O047443,P00732,2024-10-10,Mauvaise référence,2024-10
O027342,P00506,2024-01-28,Produit abîmé,2024-01
O031402,P00380,2024-10-24,Livraison incomplète,2024-10
O034959,P00182,2024-12-31,Client insatisfait,2024-12
O037093,P00688,2024-03-24,Produit abîmé,2024-03
O029917,P00158,2024-09-15,Produit abîmé,2024-09
O019472,P00435,2024-02-07,Client insatisfait,2024-02
O028714,P00516,2024-04-13,Mauvaise référence,2024-04
O044379,P00268,2024-03-12,Client insatisfait,2024-03
O002036,P00445,2024-07-17,Produit abîmé,2024-07
O010084,P00509,2024-02-06,Livraison incomplète,2024-02
O012351,P00933,2024-12-19,Produit abîmé,2024-12
O024027,P00413,2025-01-07,Client insatisfait,2025-01
O015667,P00755,2024-04-08,Client insatisfait,2024-04
O023914,P00923,2024-11-30,Client insatisfait,2024-11
O039460,P00889,2025-01-17,Mauvaise référence,2025-01
O020941,P00740,2024-12-23,Mauvaise référence,2024-12
O013489,P00353,2024-08-12,Client insatisfait,2024-08
O018445,P00403,2024-04-03,Livraison incomplète,2024-04
O025775,P00844,2024-10-29,Client insatisfait,2024-10
O015235,P00865,2024-03-07,Produit abîmé,2024-03
O047268,P00501,2024-09-02,Client insatisfait,2024-09
O037452,P00503,2025-01-09,Mauvaise référence,2025-01
O043246,P00377,2024-10-09,Client insatisfait,2024-10
O031442,P00149,2024-11-02,Client insatisfait,2024-11
O038067,P00341,2025-01-14,Client insatisfait,2025-01
O020064,P00140,2024-12-09,Produit abîmé,2024-12
O029473,P00330,2024-11-12,Mauvaise référence,2024-11
O003995,P00516,2025-01-06,Livraison incomplète,2025-01
O021040,P00254,2024-02-16,Client insatisfait,2024-02
O002049,P00948,2024-04-17,Produit abîmé,2024-04
O021442,P00463,2025-01-01,Client insatisfait,2025-01
O031800,P00979,2024-10-31,Mauvaise référence,2024-10
O043317,P00198,2024-02-15,Produit abîmé,2024-02
O016320,P00039,2024-12-09,Produit abîmé,2024-12
O024449,P00172,2024-03-14,Produit abîmé,2024-03
O010800,P00516,2024-01-19,Mauvaise référence,2024-01
O039773,P00008,2024-10-13,Livraison incomplète,2024-10
O023961,P00024,2024-02-25,Client insatisfait,2024-02
O037405,P00226,2024-05-07,Produit abîmé,2024-05
O006323,P00009,2024-11-27,Mauvaise référence,2024-11
O041059,P00026,2024-12-17,Produit abîmé,2024-12
O009021,P00890,2024-02-03,Livraison incomplète,2024-02
O034153,P00017,2024-06-21,Produit abîmé,2024-06
O048491,P00536,2024-04-16,Produit abîmé,2024-04
O018639,P00198,2024-12-28,Livraison incomplète,2024-12
O041939,P00212,2025-01-28,Mauvaise référence,2025-01
O033702,P00035,2024-09-19,Mauvaise référence,2024-09
O034886,P00526,2024-08-21,Client insatisfait,2024-08
O037398,P00824,2024-11-25,Produit abîmé,2024-11
O027780,P00467,2024-02-02,Client insatisfait,2024-02
O036575,P00767,2024-10-15,Client insatisfait,2024-10
O009747,P00611,2024-02-09,Produit abîmé,2024-02
O029338,P00055,2024-02-05,Produit abîmé,2024-02
O044750,P00921,2024-03-13,Livraison incomplète,2024-03
O044546,P00037,2024-12-31,Client insatisfait,2024-12
O035096,P00231,2024-12-13,Produit abîmé,2024-12
O042643,P00029,2025-01-20,Livraison incomplète,2025-01
O028463,P00158,2024-06-25,Produit abîmé,2024-06
O046224,P00886,2024-11-23,Client insatisfait,2024-11
O016781,P00519,2024-10-06,Produit abîmé,2024-10
O025605,P00525,2025-01-04,Produit abîmé,2025-01
